LotArea,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,BsmtFinSF1,BsmtUnfSF,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,SalePrice
11616,1Fam,2Story,1978,1978,Hip,438,234,SB,1386,2,1,3,6,1,1978,2,440,335,0,0,2010,158900
14000,1Fam,2Story,1996,1997,Gable,1201,105,SB,2260,2,1,3,7,0,1996,2,533,296,44,0,2010,328000
20062,1Fam,1Story,1977,2001,Hip,1092,328,SB,1483,1,1,1,4,2,1977,2,690,496,0,0,2010,270000
9259,1Fam,1Story,1927,1950,Gable,0,660,SB,756,1,0,2,4,0,1945,2,440,80,0,0,2010,85000
9600,1Fam,1Story,1950,1995,Gable,442,625,SB,1067,2,0,2,4,0,1996,2,436,290,0,0,2010,128000
23595,1Fam,1Story,1979,1979,Shed,1258,74,SB,1524,0,1,0,4,1,1979,2,586,268,0,0,2010,260000
17082,1Fam,2Story,1978,1992,Gable,964,153,SB,1981,2,1,4,8,1,1978,2,522,336,104,0,2010,230000
18600,1Fam,1.5Fin,1938,1990,Gable,288,0,FA,1610,2,0,4,8,1,1938,1,480,0,0,0,2010,124000
10625,1Fam,1Story,1920,1950,Gable,108,350,SB,835,1,0,2,5,0,1920,1,366,0,0,0,2010,83000
11479,1Fam,1Story,1950,1987,Gable,104,172,SB,1074,1,0,3,6,1,1987,1,467,0,52,0,2010,144500
9571,1Fam,1Story,1956,1956,Gable,739,405,SB,1144,1,0,3,6,0,1956,1,596,44,0,0,2010,129000
9350,1Fam,1.5Fin,1947,1979,Gable,192,564,SB,1531,1,0,3,8,1,1947,1,209,0,0,0,2010,127000
9525,1Fam,1Story,1954,1998,Gable,954,218,SB,1172,1,0,3,5,0,1954,1,366,240,0,0,2010,128000
10420,1Fam,1Story,2009,2009,Gable,36,1176,SB,1212,2,0,3,6,0,2009,2,460,100,22,0,2010,186000
17485,1Fam,1Story,2009,2010,Gable,1346,162,SB,1508,1,0,1,5,2,2009,2,572,0,0,0,2010,308030
11200,1Fam,1Story,1964,1964,Gable,0,1250,SB,1298,2,0,3,5,0,1964,2,504,0,144,0,2010,114000
11100,1Fam,1Story,1946,2006,Gable,0,0,SB,930,1,0,2,6,0,1946,1,308,0,0,0,2010,84900
9206,1Fam,2Story,1985,1985,Gable,0,741,SB,1732,2,1,3,7,1,1985,2,476,192,46,0,2010,178000
11980,1Fam,1Story,1987,1987,Gable,1433,0,SB,1433,1,1,1,4,2,1987,2,528,0,278,0,2010,270000
12361,1Fam,2Story,1993,1993,Gable,860,86,SB,1802,2,1,3,8,1,2000,4,1017,450,92,0,2010,218000
9938,1Fam,2Story,1993,1994,Gable,750,300,SB,1949,2,1,3,8,1,1993,2,574,156,90,0,2010,236000
9069,1Fam,SFoyer,1992,1992,Gable,747,189,SB,996,1,0,2,5,0,1992,2,564,120,0,0,2010,147000
10475,1Fam,1Story,2008,2008,Gable,0,1694,SB,1694,2,0,3,7,0,2008,3,776,160,33,0,2010,245350
6762,1Fam,1Story,2006,2006,Gable,686,501,SB,1208,2,0,2,6,0,2006,2,632,105,61,0,2010,206000
10402,1Fam,1Story,2009,2009,Gable,0,1226,SB,1226,2,0,3,6,0,2009,3,740,0,36,0,2010,198900
7360,1Fam,1Story,2010,2010,Gable,24,1198,SB,1222,2,0,2,6,0,2009,2,615,0,54,0,2010,187000
12376,1Fam,2Story,1990,1990,Hip,1470,203,SB,3222,3,0,5,11,2,1990,3,594,367,0,0,2010,320000
14235,1Fam,1.5Fin,1900,1993,Gable,0,676,SB,1445,2,0,3,6,0,1957,2,484,0,59,0,2010,138500
8816,1Fam,SLvl,1971,1971,Gable,504,506,SB,1052,1,0,3,6,0,1971,2,440,0,0,0,2010,155000
11105,1Fam,SFoyer,1996,1996,Gable,870,0,SB,965,1,0,2,4,0,1998,2,580,71,0,0,2010,159000
9337,1Fam,2Story,1997,1998,Gable,353,525,SB,1692,2,1,3,8,1,1997,2,513,0,39,0,2010,191000
8750,1Fam,2Story,1998,1998,Gable,505,299,SB,1682,2,1,3,7,0,1998,2,523,0,77,0,2010,200500
15240,1Fam,1Story,1977,2004,Gable,198,140,SB,1026,1,1,3,5,0,1977,1,308,316,85,0,2010,150000
10900,1Fam,2Story,1977,1977,Gable,378,311,SB,1392,1,1,3,6,0,1977,1,299,0,36,0,2010,161750
10650,1Fam,1Story,1976,1976,Gable,182,0,SB,894,1,0,3,5,0,1976,1,308,365,0,0,2010,128200
7480,1Fam,1Story,1972,1972,Gable,480,396,SB,876,1,0,3,5,0,1977,2,484,0,0,0,2010,127000
10389,1Fam,1Story,2003,2003,Hip,1682,296,SB,1978,2,1,3,8,1,2003,3,850,188,25,0,2010,318000
11423,1Fam,1Story,2001,2002,Gable,1358,223,SB,1601,2,0,3,6,1,2001,2,670,180,0,0,2010,272000
9548,1Fam,2Story,2003,2003,Gable,483,458,SB,1829,2,1,3,7,1,2003,2,613,192,39,0,2010,237000
9375,1Fam,2Story,1997,1997,Gable,0,1040,SB,2098,2,1,4,9,1,1997,2,621,331,38,0,2010,240000
12137,1Fam,1Story,1998,1998,Gable,0,1649,SB,1661,2,0,3,6,0,1998,2,598,0,34,0,2010,224900
4435,TwnhsE,1Story,2003,2003,Gable,672,176,SB,848,1,0,1,4,0,2003,2,420,140,0,0,2010,143750
4426,TwnhsE,1Story,2004,2004,Gable,662,186,SB,848,1,0,1,3,0,2004,2,420,160,0,0,2010,143000
10635,1Fam,1Story,2003,2003,Hip,370,315,SB,1668,2,0,3,8,1,2003,2,502,0,262,0,2010,232000
8400,1Fam,1Story,2004,2005,Gable,712,761,SB,1484,2,0,3,7,0,2004,2,606,0,35,0,2010,213000
8773,1Fam,1Story,2004,2004,Gable,24,1390,SB,1414,2,0,3,6,0,2004,2,494,132,105,0,2010,185500
8777,1Fam,1Story,1945,2007,Gable,0,0,SB,640,1,0,2,5,0,1945,1,240,0,0,0,2010,84900
8842,1Fam,1Story,1954,1954,Gable,0,381,SB,992,1,0,3,6,0,1954,1,319,60,0,0,2010,155891
9825,Duplex,1Story,1965,1965,Hip,0,0,SB,1664,2,0,4,8,0,0,0,0,0,0,0,2010,1.00E+05
10044,1Fam,1Story,1968,1968,Gable,1070,126,SB,1196,1,0,3,6,0,1968,1,336,257,0,0,2010,144000
11792,1Fam,1.5Fin,1948,1950,Gable,0,744,FF,1120,1,0,2,5,0,1956,2,480,0,0,0,2010,64000
6305,1Fam,SLvl,1975,1975,Gable,528,480,SB,1096,1,0,3,5,1,1975,1,352,0,0,0,2010,125200
7819,1Fam,SLvl,1976,1976,Gable,422,480,SB,1117,1,0,3,6,1,1976,2,672,144,0,0,2010,107000
6410,1Fam,1Story,1958,1958,Hip,0,960,SB,960,1,0,3,5,0,0,0,0,0,0,0,2010,90000
8546,1Fam,1Story,2003,2004,Gable,0,1121,SB,1121,2,0,2,5,0,2003,2,440,132,64,0,2010,140000
8741,1Fam,1.5Fin,1945,1950,Gable,94,641,FA,1487,1,1,3,7,1,1949,1,220,0,140,0,2010,113000
12180,2fmCon,1.5Fin,1941,1950,Gable,348,324,FA,924,1,0,2,5,0,1941,1,280,0,0,0,2010,80000
8562,1Fam,1Story,1957,2002,Hip,383,833,FA,1526,1,0,4,7,1,1957,1,364,116,78,0,2010,144500
4853,1Fam,1Story,1924,1999,Gable,133,974,FA,1296,2,0,2,5,1,1979,1,260,0,0,0,2010,104000
6858,1Fam,2Story,1915,1950,Gable,0,806,FF,1647,1,1,4,6,0,1920,1,216,0,66,0,2010,128000
5000,1Fam,1.5Fin,1924,1950,Gable,218,808,SB,1691,2,0,3,6,1,1924,1,308,0,0,0,2010,127000
7890,1Fam,1Story,1939,1950,Gable,238,618,SB,856,1,0,2,4,1,1939,2,399,0,0,0,2010,126000
7200,Duplex,2Story,1967,1967,Flat,0,0,SB,2650,3,0,6,10,0,0,0,0,0,0,0,2010,160000
9839,1Fam,1.5Fin,1931,1950,Gable,0,894,SB,1666,1,0,3,7,1,0,0,0,0,156,0,2010,1.00E+05
9638,1Fam,1.5Fin,1919,1990,Gable,0,804,SB,2447,2,0,4,10,1,1969,1,336,272,0,0,2010,169000
10452,1Fam,1.5Fin,1941,1985,Gable,426,850,SB,2133,1,1,4,8,2,1941,1,312,0,0,0,2010,257500
15600,Duplex,2Story,1950,1991,Gable,375,657,SB,2177,2,1,5,11,0,1950,2,484,0,0,0,2010,215000
9042,1Fam,2Story,1941,2006,Gable,275,877,SB,2340,2,0,4,9,2,1941,1,252,0,60,0,2010,266500
17500,1Fam,1Story,1959,2002,Gable,1406,496,SB,1902,2,0,3,7,2,1959,2,567,0,207,0,2010,335000
19645,1Fam,SLvl,1994,2007,Gable,343,80,SB,1652,2,1,3,6,0,1994,2,473,0,0,0,2010,203135
3907,TwnhsE,1Story,1989,1989,Gable,747,235,SB,1034,1,0,1,4,1,1989,2,598,141,36,0,2010,185000
3907,TwnhsE,1Story,1989,1989,Gable,76,1115,SB,1191,2,0,2,5,1,1989,2,531,112,81,0,2010,162500
15602,1Fam,1Story,1959,1997,Gable,1247,254,SB,1801,2,0,1,6,2,1959,2,484,0,54,0,2010,289000
5436,1Fam,1.5Fin,1922,2007,Gable,735,61,SB,1154,1,0,3,7,0,1922,1,240,0,96,0,2010,125500
8154,1Fam,1Story,1941,1950,Gable,480,0,SB,540,1,0,1,4,0,1951,1,200,0,0,0,2010,82000
9140,1Fam,1.5Fin,1921,1975,Gable,308,321,SB,1107,1,0,2,5,0,1950,1,625,0,56,0,2010,110000
7500,1Fam,1.5Fin,1920,1950,Gable,0,698,FA,1128,1,0,2,6,0,1980,2,528,30,0,0,2010,68400
8712,1Fam,1.5Fin,1900,1950,Gable,0,859,SB,1178,1,0,2,7,0,1964,1,384,68,0,0,2010,102776
3811,TwnhsE,1Story,2004,2005,Hip,1373,221,SB,1646,2,0,2,5,1,2004,2,525,128,53,0,2010,246000
11050,1Fam,2Story,1998,1999,Gable,615,434,SB,1916,2,1,3,8,1,1998,3,741,0,70,0,2010,254900
9620,1Fam,SLvl,1977,1977,Gable,679,564,SB,1285,2,0,3,6,1,1977,2,473,375,26,0,2010,190000
9196,1Fam,1Story,2003,2003,Gable,0,1560,SB,1560,2,0,3,7,0,2003,2,573,100,150,0,2010,201000
12328,1Fam,SLvl,1976,1976,Gable,539,473,SB,1034,1,0,3,6,0,1976,3,888,0,0,0,2010,169900
12760,Duplex,1Story,1976,1976,Gable,0,1958,SB,2048,3,0,5,9,0,1976,2,776,0,0,0,2010,170000
57200,1Fam,1Story,1948,1950,Gable,353,60,SB,1687,1,0,3,7,2,1966,2,572,0,0,0,2010,160000
11896,1Fam,1Story,2008,2008,Gable,78,1258,SB,1346,2,0,3,6,1,2008,3,660,100,48,0,2010,220000
9803,1Fam,1Story,2009,2010,Gable,0,1214,SB,1214,2,0,2,6,0,2010,2,520,0,25,0,2010,179781
9802,1Fam,2Story,2006,2007,Gable,0,384,SB,1444,2,1,3,7,0,2007,2,400,100,0,0,2010,174000
12003,1Fam,2Story,2009,2010,Gable,0,774,SB,1968,2,1,4,8,1,2009,3,680,0,75,0,2010,269500
11316,1Fam,2Story,2002,2003,Gable,624,193,SB,1894,2,1,4,8,1,2002,2,510,0,40,0,2010,214900
14191,1Fam,2Story,2002,2002,Gable,0,967,SB,1908,2,1,4,9,0,2002,2,431,135,0,0,2010,202900
13214,1Fam,1Story,2008,2009,Hip,0,2002,SB,2018,2,0,3,10,1,2009,3,746,144,76,0,2010,378500
15300,1Fam,1Story,1965,1977,Hip,42,1026,SB,1264,1,0,2,7,1,1965,2,528,0,0,0,2010,169000
10114,1Fam,1Story,2004,2005,Gable,0,1430,SB,1430,2,0,3,7,0,2004,2,624,0,0,0,2010,173500
9400,Duplex,2Story,1971,1971,Mansard,0,912,SB,1824,2,2,4,8,0,0,0,0,128,0,0,2010,139000
11875,1Fam,1Story,1999,1999,Gable,0,1344,SB,1344,2,0,3,7,1,2001,2,686,328,0,0,2010,166500
1974,TwnhsE,2Story,1973,1973,Gable,334,212,SB,1092,1,1,3,6,0,1973,1,286,120,96,0,2010,83500
2394,Twnhs,1Story,1973,1973,Gable,915,30,SB,945,1,0,2,5,1,1973,1,253,174,0,0,2010,119500
2592,TwnhsE,2Story,1976,1976,Gable,129,175,SB,1112,1,1,3,4,0,1976,1,336,182,0,0,2010,85000
1476,Twnhs,2Story,1970,1970,Gable,176,370,SB,1092,1,1,3,5,0,0,0,0,200,26,0,2010,76000
1491,TwnhsE,SFoyer,1972,1972,Gable,150,0,SB,630,1,0,1,3,0,0,0,0,96,24,0,2010,75500
1900,TwnhsE,2Story,1970,1970,Gable,0,546,SB,1092,1,1,3,5,0,0,0,0,0,0,0,2010,88250
1890,TwnhsE,2Story,1972,1972,Gable,294,252,SB,1092,1,1,3,5,0,1972,1,286,0,0,0,2010,85500
6953,1Fam,1Story,1971,2004,Gable,469,395,SB,874,1,0,3,5,0,1971,1,352,0,0,0,2010,130000
26142,1Fam,1Story,1962,1962,Gable,593,595,SB,1188,1,0,3,6,0,1962,1,312,261,39,0,2010,157900
12887,1Fam,1Story,1984,1984,Gable,207,36,SB,833,1,0,2,5,0,1984,2,495,431,0,0,2010,149900
7700,Duplex,2Story,1985,1986,Gable,0,1216,SB,2432,4,2,4,10,0,1985,2,616,200,0,0,2010,159000
10475,1Fam,2Story,1991,1991,Gable,458,166,SB,1274,1,1,3,6,0,1993,2,576,22,0,0,2010,136000
10544,1Fam,1.5Fin,1969,1969,Gable,476,388,SB,1479,2,0,5,8,0,1969,1,275,287,0,0,2010,161000
9892,1Fam,1Story,1994,1995,Hip,1341,54,SB,1803,2,1,3,6,2,1994,2,482,129,64,0,2010,285000
12961,1Fam,2Story,1993,1994,Gable,944,208,SB,1797,2,1,3,7,1,1993,2,616,162,312,0,2010,231000
13008,1Fam,1Story,1956,1956,Gable,564,318,SB,882,1,0,2,5,0,1956,1,502,0,0,0,2009,124500
10200,1Fam,1Story,1974,1974,Hip,844,590,SB,1434,2,0,4,7,1,1974,2,528,80,21,0,2009,157000
13860,1Fam,SLvl,1972,1995,Gable,1410,542,SB,2704,2,1,4,9,3,1972,2,538,269,111,0,2009,345000
10179,1Fam,2Story,1997,1997,Gable,847,98,SB,1608,2,1,3,7,1,1997,2,470,252,30,0,2009,189500
11792,1Fam,2Story,2003,2003,Gable,850,158,SB,2283,2,1,4,9,1,2003,3,632,120,46,0,2009,270000
8400,1Fam,SLvl,1996,1997,Gable,284,100,SB,1628,2,1,3,7,1,1996,2,390,48,72,0,2009,189000
14892,1Fam,1Story,2006,2007,Gable,1320,426,SB,1746,2,0,3,7,2,2006,3,758,201,39,0,2009,377500
8530,1Fam,SLvl,1995,1996,Gable,0,384,SB,1474,2,1,3,7,1,1995,2,400,120,72,0,2009,168500
7296,TwnhsE,1Story,2004,2005,Gable,1965,243,SB,2522,2,0,1,8,1,2004,2,564,182,57,0,2009,375000
5664,TwnhsE,1Story,2000,2000,Gable,1158,343,SB,1659,2,0,2,5,1,2000,2,499,212,59,0,2009,278000
7380,1Fam,1Story,1998,1998,Gable,341,1077,SB,1478,2,0,2,5,0,1998,2,495,168,43,0,2009,240000
8013,TwnhsE,1Story,1995,1996,Gable,741,846,SB,1734,2,0,2,6,0,1995,2,528,52,50,0,2009,239500
8923,1Fam,SLvl,1998,1998,Gable,189,195,SB,1382,2,1,3,7,1,1998,2,396,256,0,0,2009,177500
10141,1Fam,2Story,1998,1998,Gable,0,832,SB,1718,2,1,3,7,1,1998,2,427,0,94,0,2009,185000
7500,1Fam,2Story,1998,1999,Gable,476,476,SB,1636,2,1,3,7,1,1998,2,440,0,84,0,2009,191000
7837,1Fam,2Story,1993,1994,Gable,0,799,SB,1571,2,1,3,7,1,1993,2,380,0,40,0,2009,178000
9765,1Fam,2Story,1993,1993,Gable,310,370,SB,1470,2,1,3,6,1,1993,2,420,232,63,0,2009,185000
8803,1Fam,2Story,1994,1995,Gable,600,107,SB,1516,2,1,3,7,1,1994,2,409,0,46,0,2009,181316
7250,1Fam,1Story,1993,1993,Gable,0,1181,SB,1190,2,0,3,6,1,1993,2,430,0,21,0,2009,166000
9636,1Fam,2Story,1992,1993,Gable,0,808,SB,1593,2,1,3,7,1,1993,2,389,342,40,0,2009,178000
8125,1Fam,2Story,1994,1995,Gable,0,702,SB,1481,2,1,3,6,1,1994,2,343,0,36,0,2009,174000
9248,1Fam,1Story,1992,1992,Gable,560,598,SB,1167,2,0,3,6,0,1992,2,400,120,26,0,2009,173000
10762,1Fam,2Story,1999,1999,Gable,694,284,SB,1983,2,1,3,9,1,1999,2,490,0,0,0,2009,225000
11851,1Fam,1Story,1990,1990,Gable,0,1424,SB,1442,2,0,3,5,0,1990,2,500,0,34,0,2009,180500
5814,TwnhsE,1Story,1984,1984,Gable,1036,184,SB,1360,1,0,1,4,1,1984,2,565,63,0,0,2009,187500
11844,1Fam,1Story,2008,2008,Hip,0,2046,SB,2046,2,1,3,7,1,2008,3,834,322,82,0,2009,372500
16158,1Fam,1Story,2005,2005,Hip,1274,256,SB,1530,2,0,3,7,1,2005,2,430,168,36,0,2009,260000
11900,1Fam,2Story,1977,1977,Gable,400,722,SB,1934,2,1,3,6,1,1977,2,567,0,176,0,2009,185000
13005,1Fam,2Story,1980,1980,Gable,692,153,SB,2353,2,1,4,10,1,1983,2,484,288,195,0,2009,260000
17043,1Fam,1Story,1979,1998,Gable,0,1362,SB,1586,2,0,3,7,1,1979,2,435,192,0,0,2009,181000
11900,1Fam,1Story,1977,1977,Hip,822,564,SB,1411,2,0,3,6,1,1977,2,544,192,0,0,2009,82500
16635,1Fam,1Story,1977,2000,Gable,1246,356,SB,1602,2,0,3,8,1,1977,2,529,240,0,0,2009,215000
13250,1Fam,2Story,1978,1978,Gable,0,832,SB,2050,2,1,4,8,1,1978,2,529,192,192,0,2009,154000
10928,1Fam,1Story,1978,1986,Gable,363,1064,SB,1671,2,0,3,7,1,1978,2,484,252,55,0,2009,2.00E+05
12388,1Fam,2Story,1980,1991,Gable,602,441,SB,2673,2,1,4,9,1,1980,2,441,178,84,0,2009,249000
14115,1Fam,SLvl,1980,1980,Gable,1036,336,SB,1472,2,0,3,6,2,1980,2,588,233,48,0,2009,187500
11088,1Fam,1Story,1978,1998,Gable,832,308,SB,1707,2,0,3,7,1,1978,2,479,0,0,0,2009,184000
9600,1Fam,1Story,1981,1981,Hip,1104,1420,SB,2524,2,1,4,9,1,1981,2,542,474,120,0,2009,278000
11880,1Fam,1Story,1978,1978,Gable,704,567,SB,1601,2,0,3,7,1,1978,2,478,0,0,0,2009,157000
10400,1Fam,1Story,1976,1976,Gable,0,1090,SB,1370,2,0,3,6,1,1976,2,479,0,0,0,2009,152000
10304,1Fam,2Story,1976,1976,Gable,381,399,SB,1868,2,1,4,9,1,1976,2,484,448,96,0,2009,197500
7000,1Fam,2Story,2003,2003,Gable,622,304,SB,1884,2,1,3,7,1,2003,2,581,0,35,0,2009,240900
8004,1Fam,2Story,2009,2009,Gable,544,288,SB,1935,2,1,3,8,0,2009,2,552,0,150,0,2009,263435
7500,1Fam,2Story,2000,2001,Gable,0,1058,SB,1874,2,1,3,7,1,2000,2,588,0,134,0,2009,220000
8470,1Fam,2Story,2002,2002,Gable,225,471,SB,1811,2,1,3,7,1,2002,2,565,225,48,0,2009,235000
9373,1Fam,1Story,1975,1975,Gable,1333,120,SB,1621,2,0,3,7,2,1975,2,478,0,0,0,2009,213000
10140,1Fam,1Story,1974,1974,Hip,888,228,SB,1116,2,0,3,6,1,1974,2,528,0,0,0,2009,167900
11050,1Fam,1Story,1975,1975,Gable,636,540,SB,1193,2,0,3,5,1,1975,2,506,40,0,0,2009,158000
10140,1Fam,1Story,1974,1974,Hip,0,1064,SB,1350,2,0,3,7,1,1974,2,478,0,0,0,2009,165000
10448,1Fam,SLvl,1972,1972,Gable,0,689,SB,2119,2,1,3,7,1,1972,2,583,0,104,0,2009,158000
9000,Duplex,2Story,1974,1974,Gable,0,896,SB,1792,2,2,4,8,0,0,0,0,32,45,0,2009,136000
8750,1Fam,1Story,1970,1970,Gable,828,174,SB,1002,1,0,3,5,0,1973,2,902,0,0,0,2009,148500
7930,1Fam,1Story,1969,2005,Gable,439,115,SB,1026,1,0,3,5,0,1969,2,440,171,48,0,2009,156000
7830,1Fam,1Story,1970,1970,Gable,0,1180,SB,1180,1,1,2,6,0,1970,2,477,0,45,0,2009,128000
8510,1Fam,1Story,1971,1971,Gable,500,543,SB,1050,1,1,3,6,0,1971,1,336,0,0,0,2009,143000
7038,1Fam,1Story,1970,1970,Gable,726,138,SB,864,1,0,3,5,0,2001,2,576,210,0,0,2009,76500
6960,1Fam,1Story,1970,1970,Gable,375,250,SB,864,1,0,3,5,0,1989,2,660,96,0,0,2009,120500
8120,1Fam,1Story,1970,1970,Gable,191,673,SB,864,1,0,3,5,0,1994,2,463,0,0,0,2009,124500
10500,1Fam,1Story,1971,1971,Gable,524,160,SB,864,1,0,2,4,0,1989,2,576,216,0,0,2009,97000
9000,1Fam,1Story,1971,2006,Gable,240,624,SB,864,1,0,3,5,0,1986,2,576,200,0,0,2009,130000
1680,Twnhs,2Story,1973,1973,Gable,254,229,SB,987,1,1,2,5,0,1973,1,264,0,0,0,2009,111000
2368,TwnhsE,2Story,1970,1970,Gable,765,0,SB,1365,1,1,3,7,0,1970,2,440,0,36,0,2009,125000
1680,Twnhs,2Story,1971,1971,Gable,0,630,SB,1302,2,1,3,6,0,1991,1,280,0,0,0,2009,112000
1680,Twnhs,2Story,1972,1972,Gable,110,79,SB,987,1,1,2,5,0,1972,1,288,0,0,0,2009,97000
1680,Twnhs,2Story,1972,2007,Gable,162,321,SB,987,1,1,2,5,0,1972,1,264,250,0,0,2009,118000
1680,Twnhs,2Story,1972,1972,Gable,231,399,SB,1302,2,1,3,6,0,1972,1,264,185,0,0,2009,119500
4928,TwnhsE,1Story,1976,1976,Gable,958,0,SB,958,2,0,2,5,0,1976,2,440,0,60,0,2009,143750
2308,TwnhsE,2Story,1976,1976,Gable,306,498,SB,1548,2,1,3,7,1,1976,2,440,108,0,0,2009,146000
2280,Twnhs,2Story,1976,1976,Gable,566,289,SB,1456,2,1,3,7,1,1976,2,440,87,0,0,2009,148500
2280,Twnhs,1Story,1975,1975,Gable,435,0,SB,1055,2,0,2,4,1,1975,2,440,0,27,0,2009,123000
2308,TwnhsE,2Story,1974,1974,Gable,257,103,SB,1322,2,1,3,6,1,1974,2,440,260,0,0,2009,147000
2349,Twnhs,2Story,1977,1977,Gable,389,466,SB,1456,2,1,3,6,1,1977,2,440,0,28,0,2009,137900
2364,TwnhsE,2Story,1978,1978,Gable,320,484,SB,1548,2,1,3,7,1,1978,2,440,108,0,0,2009,147000
2289,Twnhs,2Story,1978,1978,Gable,311,544,SB,1441,2,1,3,7,1,1978,2,440,28,0,0,2009,148500
2364,TwnhsE,2Story,1978,1978,Gable,279,576,SB,1456,2,1,3,6,1,1978,2,440,147,0,0,2009,138000
2104,TwnhsE,1Story,1976,1976,Gable,536,300,SB,836,1,0,2,5,0,1976,1,345,150,20,0,2009,128500
7150,1Fam,1Story,1967,1967,Gable,432,460,SB,892,1,0,3,5,0,1967,1,288,0,0,0,2009,1.00E+05
10710,1Fam,1Story,1966,2004,Hip,644,220,SB,1120,1,0,3,5,1,1966,2,656,0,162,0,2009,148800
12456,1Fam,1Story,2006,2007,Hip,1172,528,SB,1718,2,0,3,7,1,2008,3,786,216,48,0,2009,337500
13173,1Fam,1Story,2006,2007,Hip,1572,80,SB,1652,2,0,2,6,2,2006,2,840,404,102,0,2009,325000
14230,1Fam,1Story,2007,2007,Gable,0,1566,SB,1600,2,0,3,7,1,2007,3,890,0,56,0,2009,256300
12704,1Fam,1Story,2008,2009,Hip,0,2042,SB,2042,2,1,3,8,1,2009,3,1390,0,90,0,2009,253293
12350,1Fam,2Story,2009,2009,Gable,986,379,SB,2690,2,1,3,8,1,2009,3,864,0,197,0,2009,398800
11308,1Fam,2Story,2008,2008,Gable,936,168,SB,2184,2,1,3,10,1,2008,3,836,0,102,0,2009,335000
12350,1Fam,1Story,2008,2008,Hip,1232,788,SB,2020,2,0,3,7,1,2008,3,896,192,98,0,2009,404000
12220,1Fam,1Story,2009,2009,Hip,1436,570,SB,2020,2,1,3,9,1,2009,3,900,156,54,0,2009,402861
13478,1Fam,2Story,2008,2008,Gable,1338,384,SB,2296,2,1,3,10,1,2008,3,842,382,274,0,2009,451950
11578,1Fam,1Story,2008,2008,Gable,0,1736,SB,1736,2,0,3,7,1,2008,3,834,319,90,0,2009,360000
16870,1Fam,1Story,2004,2005,Hip,1531,251,SB,1782,2,0,3,7,2,2004,3,932,99,82,0,2009,296000
23303,1Fam,2Story,2007,2007,Gable,1230,278,SB,2520,2,1,5,10,1,2007,3,640,192,273,0,2009,409900
11146,1Fam,1Story,2006,2006,Gable,0,1709,SB,1717,2,0,3,7,1,2006,3,908,169,39,0,2009,255500
10367,1Fam,1Story,2008,2008,Hip,1015,724,SB,1743,2,0,3,8,1,2008,3,927,168,45,0,2009,335000
9591,1Fam,1Story,2004,2005,Hip,1088,625,SB,1713,2,0,3,7,1,2004,3,856,0,26,0,2009,274900
10872,1Fam,1Story,2006,2006,Gable,1037,467,SB,1531,2,0,2,6,1,2006,3,700,184,52,0,2009,3.00E+05
13514,1Fam,1Story,2008,2008,Hip,1142,632,SB,1808,2,0,3,7,1,2008,3,850,200,26,0,2009,324000
8834,1Fam,2Story,2004,2005,Hip,1170,292,SB,2224,2,1,4,10,1,2004,3,738,184,0,0,2009,350000
11362,1Fam,1Story,2004,2005,Gable,1039,797,SB,1836,2,0,3,7,1,2004,3,862,125,185,0,2009,280000
10655,1Fam,1Story,2003,2004,Gable,1124,1603,SB,1629,2,0,3,7,1,2003,3,880,0,0,0,2009,284000
12878,1Fam,1Story,2003,2004,Hip,1262,498,SB,1760,2,0,3,8,1,2003,2,583,165,190,0,2009,269500
9541,1Fam,1Story,2009,2009,Gable,0,1502,SB,1502,2,0,3,7,0,2009,2,644,0,114,0,2009,233170
13472,1Fam,1Story,2003,2003,Hip,56,2336,SB,2392,2,0,3,8,1,2003,3,968,248,105,0,2009,386250
15274,1Fam,1Story,2003,2003,Hip,1972,480,SB,2452,2,0,3,10,1,2003,3,886,0,116,0,2009,445000
13262,1Fam,2Story,2003,2004,Gable,0,1082,SB,2400,3,1,4,10,1,2003,3,730,114,40,0,2009,290000
9658,1Fam,1Story,2006,2006,Gable,0,1598,SB,1606,2,0,3,6,1,2006,3,871,230,60,0,2009,255900
6904,TwnhsE,1Story,2005,2005,Gable,836,522,SB,1358,2,0,2,6,1,2005,2,484,192,36,0,2009,213000
5381,Twnhs,1Story,2005,2005,Gable,900,406,SB,1306,2,0,1,5,1,2005,2,624,170,63,0,2009,196000
5122,Twnhs,1Story,2005,2005,Gable,881,425,SB,1306,2,0,1,5,1,2005,2,624,170,63,0,2009,184500
10307,TwnhsE,1Story,2007,2008,Gable,876,474,SB,1358,2,0,2,6,1,2008,2,484,192,26,0,2009,212500
5001,Twnhs,1Story,2007,2008,Gable,904,410,SB,1314,2,0,2,6,1,2008,2,626,172,62,0,2009,230000
15262,1Fam,1Story,2003,2004,Hip,1557,643,SB,2200,2,1,3,8,1,2003,3,685,208,55,0,2009,382500
7390,TwnhsE,1Story,2008,2009,Hip,800,1084,SB,1884,2,0,2,6,1,2008,2,649,231,90,0,2009,320000
6472,TwnhsE,1Story,2008,2008,Hip,0,1451,SB,1456,2,0,2,6,1,2008,2,539,192,42,0,2009,248500
